ID;ITEMCODE;ITEMNAME;UNITPRICE;CATEGORY1;CATEGORY2;CATEGORY3;CATEGORY4;BRAND
11703;12039;BAY.SEK.SOLEN TUAL 1 KG;17,65;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;IKRAMLIK SEKERLEME;SOLEN
11704;12040;P.BA.KULPLU CAM KAVANOZ 5 LT;10,39;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KAVANOZ-ERZAK KABI;PASA BAHCE
11705;12042;P.BA.AKEM 22/7 KARN.TAVA;35,38;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;TAVA;PASA BAHCE
11706;12044;P.BA.24140 CAM RENDE;5,03;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;RENDE;PASA BAHCE
11707;12045;SARF KOPUK TABAK (700 GR LIK) *250*;0,03;SARF;SARF;SARF;SARF;SARF
11708;12046;SARF BASKILI.KUCUK BOY HISIR POSET*15 KG*;5,11;SARF;SARF;SARF;SARF;SARF
11709;12049;TUTKU BAYAN IPLI ATLET RIBANA;3,15;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;TUTKU
11710;12050;FAIRY 750 ML LOSYON *20*;6,99;DETERJAN;ELDE YIKAMA URUNLERI;SIVI DETERJAN;SIVI;FAIRY
11711;12051;MAGNUM CIKO.36 GR INF.A.FISTIKLI BAR;1,35;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;ALGIDA
11712;12053;VIVIDENT CUZDAN MANDALINA 26 GR ;7,14;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;VIVIDENT
11713;12055;MARLA 5601 SERT KAPAK LASTIKLI BLOKNOT ;5,22;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11714;12059;CAILLOU BUYUK SMOBY TOP;1,52;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11715;12060;BARBIE BUYUK SMOBY TOP;1,44;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11716;12065;MILKA LILA STARS CITIR KEYIF 40 GR*12*;2,17;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;DRAJE CIKOLATA;MILKA
11717;12068;KUTULU PILLI OPUCUK ATAN PEL.1427;1,44;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11718;12069;OYUNCAK KT.FONK. AKS. YAPRAK BEBEK  ;28,68;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11719;12073;KOLES.SET BOYA  6/BUYULEYICI KAHVE;14,94;KOZMETIK;SAC BAKIM;SAC BOYALARI;KIT BOYALAR;KOLESTON
11720;12074;PELİGOM 20GR STICK YAPIŞTIRICI;4,08;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11721;12075;IPANA D.MAC.100 ML KOM.BAK. BEYAZLIK*24*;15,12;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;IPANA
11722;12076;H&SHOULDERS 550 ML ERK.OZEL DOK.KAR.*6*;13,97;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;H&SHOULDERS
11723;12077;H&SHOUL.400 ML 2/1 ERKEK *6*;17,7;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;H&SHOULDERS
11724;12078;H&SHOUL.500 ML RAHATL.BAKIM*6*;23,88;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;H&SHOULDERS
11725;12079;FAIRY SARI BUL.MAK.KAPSUL 22'LI*5*;34,68;DETERJAN;BULASIK YIKAMA;BULASIK MAKINASI URUNLERI;TABLET;FAIRY
11726;12080;FAIRY SARI BUL.MAK.KAPSUL 48 LI*4*;30,89;DETERJAN;BULASIK YIKAMA;BULASIK MAKINASI URUNLERI;TABLET;FAIRY
11727;12081;SEBAMED SAMPUAN KEPEK ONLEYICI 400 ml;58,68;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;SEBAMED
11728;12082;SEBAMED SAMP.200 ML NORMAL;35,94;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;SEBAMED
11729;12085;KOZA 10684 COCUK TAKIM 4;10,57;BEBEK;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;COCUK CAMASIR;KOZA
11730;12091;PENAC VERSALIT KALEM 0,5;18,89;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11731;12092;PENAC VERSALIT KALEM 0,7;18,89;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11732;12093;MOR.AJ.FB TUKENMEZ KALEM;0,28;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11733;12094;ARTLINE METALIK KALEM;3,46;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11734;12095;PAK MAYA YAS 500 GR *24*;2,17;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;MAYALAR;PAKMAYA
11735;12097;KORPE KUVET SOSIS 1000 GR ;13,44;ET;ISLENMIS ET;SOSIS;PILIC SOSIS;KORPE
11736;12098;BANVIT SALAM 750 GR BATON PILIC;13,14;ET;ISLENMIS ET;SALAM ;PILIC SALAM ;AYTAC
11737;12099;BANVIT SUCUK 500 GR KUVET DILIMLI PILIC;16,92;ET;ISLENMIS ET;SUCUK;PILIC SUCUK;BANVIT
11738;12100;A4 KAGIDI SPEED 500 LU;28,24;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11739;12101;BORA 0494 LUX BADYA NO1;3,99;TEMIZLIK;EV GERECLERI;EV PLASTIK GERECLERI;PLASTIK;BORA
11740;12102;BORA 0570 PRAMIT RENDE;6,54;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;RENDE;BORA
11741;12103;BORA 0651 LAVABO POMPA BUYUK;6,55;DETERJAN;EV TEMIZLEYICILER;LEKE CIKARICI VE KORUYUCULAR;LAVABO ACICI;BORA
11742;12104;BORA 0727 YAGLIK & SIRKELIK BUYUK;9,4;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;YAGLIK-SIRKELIK;BORA
11743;12105;BORA 0804 KARE.SAK.KABI NO2;4,48;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SAKLAMA KABI;BORA
11744;12106;OYUNCAK MAGIC BLOCKS 316;1,33;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11745;12107;ULKER COKOKREM 40 GR 051-3 TUP *144*;1,54;KAHVALTILIK;CIKOLATA;KREM CIKOLATA-EZME;KAKAO-FINDIK KREMASI;ULKER
11746;12108;ULKER 116-4 ALTUNBASAK YUL.46 GR.*24*;1,2;GIDA;BISKUVI-CEREZ;BISKUVI;SADE;ULKER
11747;12109;ULKER 324-5 RONDO SADE 544 GR*6*;3,6;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI BISKUVI;ULKER
11748;12110;ULKER 119-1 HANIMEL.UN KURAB.200GR*12*;2,4;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ULKER
11749;12111;ULKER 146 BEBE 190 GR.MUZ.BALLI *12*;2,13;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;BEBE BISKUVISI;ULKER
11750;12112;ULKER 150 KRIM KRAKER 165 GR *16*;1,34;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ULKER
11751;12113;ULKER 201-7 H.ELLER UZUMLU RULO 98 GR*18*;0,73;GIDA;BISKUVI-CEREZ;BISKUVI;BATON KEK;ULKER
11752;12114;ULKER 1429-6 FINDIKLI LUX CIK.65 GR*36*;3,84;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
11753;12115;ULKER 323-2 ANTEP FIST.LUX CIK.70 GR*36*;6,9;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ULKER
11754;12116;ULKER 276-6 COKONAT MINI POS.156 GR*12* ;3,46;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;CIKOLATALI GOFRET;ULKER
11755;12117;ULKER 281-6 GOLDEN A.FIS.DRAJE *36* ;2,03;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;DRAJE CIKOLATA;ULKER
11756;12118;TORKU HELVA 500 GR KAKAOLU *12*;13,08;KAHVALTILIK;GELENEKSEL;HELVA-TAHIN-PEKMEZ;HELVA;TORKU
11757;12119;TORKU GOFRET 142 GR KAR.&FIND.KRM *19*;3,42;SEKERLEME;CIKOLATA-GOFRET;GOFRET;WAFER;TORKU
11758;12120;TORKU BISK.82 DAVET FINDIKLI *24*;1,14;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;TORKU
11759;12121;TORKU BAR CIK.25 GR MINIKI SUTLU *96*;0,89;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;TORKU
11760;12122;TORKU BISK.TAM SUT.KREMALIM 100 GR*24*;0,8;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;TORKU
11761;12123;TORKU BISK.231 GR 3'LU COKOMIO BITTER *16* ;4,54;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;TORKU
11762;12124;TORKU BISK.76 GR KREMALI FINDIKLI *96* ;1,1;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI;TORKU
11763;12125;ETI MATIK TUL 1.5 KG;22,68;DETERJAN;CAMASIR YIKAMA;TOZ DETERJANLAR;NORMAL;ETI
11764;12126;COSBY OYNC.SAFARITOYS DRAJE CIK.*12;14,62;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER;YUMUSAK SEKER;COSBY
11765;12127;BEBETO ICE CREAM JELLY  80 GR*12;2,76;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER;YUMUSAK SEKER;BEBETO
11766;12128;FATIH OYUN HAMURU 4 RENK;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11767;12129;P.BA.KESME 669 VAZO O.;12,68;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DEKORATIF URUNLER;PASA BAHCE
11768;12131;PEPSI 330 ML KUTU *24*;3,81;SOGUK ICECEKLER;GAZLI ICECEK;COLA-GAZOZ;COLA;PEPSI
11769;12132;A5 LISE DEFTERISPIRALLI 120 YP.;1,1;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11770;12133;KIRTA.ALFA A4 120 YP.CIZGILI SPR PP KPK;3,51;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11771;12135;DOKTOROGLU SABUN TORBA 5 KG  *1*;64,74;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;DALAN
11772;12138;P.BA.KESME 048 MEYVELIK;10,8;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CEREZLIK VE KASELER;PASA BAHCE
11773;12139;BANVIT  SALAM 60 GR BI'DILIM MACAR;4,79;ET;ISLENMIS ET;SALAM ;DANA SALAM;BANVIT
11774;12140;BANVIT PILIC SCHNITZEL KUTU 300 GR;7,72;GIDA;HAZIR YEMEK-KONSERVE-SALCA;HAZIR YEMEK;HAZIR PILIC;BANVIT
11775;12141;GILLETTE BLUE III 6+6  ICE KUTU ;25,46;KOZMETIK;YUZ BAKIM;TIRAS MALZEMELERI;TIRAS BICAKLARI;GILLETTE
11776;12142;GILLETTE SER.TR JELI CC PRIDE 200 ML;8,32;KOZMETIK;YUZ BAKIM;TIRAS MALZEMELERI;TIRAS JELLERI;GILLETTE
11777;12143;GILLETTE MACH3 TR.JELI TAHR.KARSI 200 ML;22,19;KOZMETIK;YUZ BAKIM;TIRAS MALZEMELERI;TIRAS JELLERI;GILLETTE
11778;12144;GILLETTE SKINGUARD MAKINA 1UP ;58,14;KOZMETIK;YUZ BAKIM;TIRAS MALZEMELERI;TIRAS BICAKLARI;GILLETTE
11779;12146;OYUNCAK FILELI AL-TUT SETI (CATCH BALL) ;15,78;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11780;12147;ORAL B D.MAC.75 ML ONARIM HAS.BEY. *12*;35,88;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;ORAL B
11781;12148;PRIMA A.BABY IKIZ PLUS Y.DOGAN 62'LI *2* ;51,48;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;PRIMA
11782;12149;ARIEL FEBR.ETK. 5 KG DAG ESINTISI *1*;65,04;DETERJAN;CAMASIR YIKAMA;TOZ DETERJANLAR;NORMAL;ARIEL
11783;12150;FEBREZE BANYO TEM.CARSAF  *8*;26,9;TEMIZLIK;KOKULAR;ODA KOKULARI;KUMAS KOKULARI;FEBREZE
11784;12151;PALM SAB.100 GR.CASMERE PEMBE *36*;1,04;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;PALM
11785;12152;KINDER CHOCOLATE T*810*8;9,78;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;KINDER
11786;12156;BAY.SEK.KENT 1 KG ELEGAN PORT.*1*;25,58;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER BAYRAMLIK;YUMUSAK SEKER;KENT
11787;12157;VIVIDENT STORMING PORTAKAL AHUDUDU;7,14;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;VIVIDENT
11788;12160;SARZLI UZ/KUM.BUYUK BOY JEEP;148,68;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11789;12161;OYUNCAK BUYUK  BEZ BEBEK;93,48;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11790;12162;OYUNCAK 4'LU CEK BIRAK ARABA;41,1;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11791;12164;3002 METALIK VERSATIL;2,7;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11792;12167;GEMA ADAPTOR WA AYARLI ;1,27;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11793;12168;MIKRO SILGI 2B 200;0,47;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11794;12169;SİYAH TÜKENMEZ KALEM              ;3,48;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11795;12170;MARLA 8006 AHSAP KALEMLIK;23,4;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11796;12171;PERFECK CIFT TARAFLI RENKLI KALEM 12 LI;19,15;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11797;12172;MIKRO RAKET SET F-168 ;1,03;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11798;12175;KALPLI PELUS ORDEK ;87,3;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11799;12176;OYUNCAK ATKILI PELUS AYICIK ;85,74;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11800;12177;PIKALEMUN HATIRA DEFTERI KUTULU KILITLI  ;2,22;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11801;12178;SIYAH TÜKENMEZ  KALEM    ;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11802;12179;TRUE COLOR VERSATIL 07;2,4;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11803;12180;0,7 VERSATIL KALEM              ;1,28;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11804;12181;JEL TUKENMEZ KALEM (SIYAH) ;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11805;12182;MUZIKLI KALPLI PELUS AYI 37 CM;87,3;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11806;12183;MUZIKLI KALPLI PELUS AYI 45 CM;86,1;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11807;12184;CANEM KOZMETIK SET;6,36;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11808;12185;OYUNCAK MODERN KITCHEN MUTFAK  ;60,08;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11809;12189;ROYAL WINDSOR NESCAFE TAKIMI;24,05;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER KAHVE TAKIMLARI;ROYAL
11810;12204;KUTAHYA YALDIZLI CAY TAKIMI;66,24;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM CAY TAKIMI;KUTAHYA
11811;12206;DELTA OTM ZIMBA TELI MAK.;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11812;12207;DOVE 700 ML RENK KOR.TERAPI *16*;12,74;KOZMETIK;DUS-BANYO;SAMPUANLAR;KREMSIZ SAMPUANLAR;DOVE
11813;12208;FIRST 27 GR SENS.KAR.LIM. SAKIZ *12*;3,02;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
11814;12209;FIRST KUTU 21,5 GR CILEK *20*;1,57;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
11815;12210;FALIM SAKIZ POSET ISIL NANE 30 GR*50*;1,45;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FALIM
11816;12211;FIRST 23 GR FILIPTOP DUO NANE *20*;1,15;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
11817;12212;ETI CANGA 34 GR GOFRET *16*;1,8;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
11818;12213;ETI CIK. CIFTE KAV.FINDIKLI 70 GR *72*;5,38;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
11819;12214;ETI BENIMO LOKMALIK 80 GR *18*;2,7;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI;ETI
11820;12215;ETI GONG 80 GR JALAPENO BIBERLI *15*;4,42;GIDA;BISKUVI-CEREZ;BISKUVI;FORM BISKUVI;ETI
11821;12216;ETI SUT BURGER-SUTLU&KAK.KEK 35 G *12*;1,8;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
11822;12217;ETI MAXIMUS LOADING 50 GR*20*;2,1;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
11823;12218;ETI PETITB. 400 GR *10*;5,94;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
11824;12219;ETI BURCAK SUTLU KREMALI 40 GR*16*;0,53;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI BISKUVI;ETI
11825;12220;ETI FORM TAHIL PATLAGI 54 GR *12*;1;GIDA;BISKUVI-CEREZ;BISKUVI;FORM BISKUVI;ETI
11826;12221;ETI HOSBES  66 GR VISNELI *12*;1,93;SEKERLEME;CIKOLATA-GOFRET;GOFRET;VISNELI;ETI
11827;12222;ETI FORM MISIR PIRINC PAT.67 GR *14*;1,02;GIDA;BISKUVI-CEREZ;BISKUVI;FORM BISKUVI;ETI
11828;12223;ETI FORM COK TAH.GEV.K.MEY 400 GR *10*;17,94;GIDA;BISKUVI-CEREZ;BISKUVI;FORM BISKUVI;ETI
11829;12224;ETI ALASKA FRIGO 47 GR ANTEP FIS. *18*;3,74;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
11830;12225;ETI BALIK KRAKER PEY.BAHARATLI 82 GR *12*;1,07;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ETI
11831;12226;ETI CRAX KETCAPLI 115 GR*10*;1,34;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ETI
11832;12227;ETI HOSBES FINDIKLI 44 GR *24*;0,53;SEKERLEME;CIKOLATA-GOFRET;GOFRET;FINDIKLI;ETI
11833;12228;ETI BROWNI GOLD CIK.45 GR *24*;1,2;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
11834;12229;ETI BROWNI INTENSE 48 GR *16*;0,85;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI BISKUVI;ETI
11835;12230;ETI CIK.SUTLU KARE 70 GR *72*;4,19;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;ETI
11836;12232;SLEEPY ISLAK HAV. 90'LI SENSITIVE *24*;4,67;KAGIT;ISLAK MENDIL-HAVLULAR;ISLAK HAVLU;BEYAZ;SLEEPY
11837;12233;SLEEPY NATUREL KULOT BEZ 2LI MIDI 68'LI*4*;47,94;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;SLEEPY
11838;12235;PARODONTAX D.FIR. D.ETI UZM.1+1 *12*;35,88;KOZMETIK;AGIZ BAKIM;DIS FIRCALARI-IPLER;FIRCALAR;PARODONTAX
11839;12236;M.ORIGINAL MOODS-5 KULAKLIK MAKARALI;13,45;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;M.ORIGINAL
11840;12237;M.ORIGINAL DSN-840 RENKLI DES.KULAKLIK;14,53;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;M.ORIGINAL
11841;12238;M.ORIGINAL DSN-870 NOTA KULAKLIK;12,7;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;M.ORIGINAL
11842;12239;PUTI EVA 20X30 2MM 10 RENK  ;6,9;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11843;12243;NILDEN YUMURTA JUMBO 30'LU BEYAZ (XL);12,9;KAHVALTILIK;YUMURTA-ZEYTIN;YUMURTA;NORMAL;NILDEN
11844;12244;NILDEN YUMURTA JUMBO 20'LI SARI (XL);15;KAHVALTILIK;YUMURTA-ZEYTIN;YUMURTA;NORMAL;NILDEN
11845;12246;TOYBOX JELLY 10 GR AYICIK KURE *540*;0,36;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER;YUMUSAK SEKER;TOYBOX
11846;12249;OYUNCAK MINI 4'LU OYUN HAMURU  ;4,04;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11847;12251;OYUNCAK SOPALI AMBULANS ARABA  ;13,7;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11848;12252;FRENLI SCOOTER SLIKON 3 TEKER ;85,89;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
11849;12253;DEO NIVEA SPREY PEARL BEAUTY 150ML KDN   ;11,62;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;NIVEA
11850;12256;NHAND EL VE TIRNAK BAKIM KREMI 75 ML;15,48;KOZMETIK;VUCUT-EL BAKIM;KREMLER;VUCUT-EL KREMLERI;NIVEA
11851;12258;DEO 8X4 SPREY URBAN 150ML KDN;7,55;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;8X4
11852;12259;NIVEA DEO SPREY PEARL BEAUTY 150 ML KDN;16,68;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;NIVEA
11853;12260;8x4 SPREY OCEAN FRESH 150ML KDN ;20,16;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;8X4
11854;12261;NDEO SPREY PROTECT&CARE ERK 150ML;16,68;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;NIVEA
11855;12262;NSUN GUNES SPREY NEM SUTU GKF 50 200 ML;92,39;KOZMETIK;KISISEL BAKIM;CILT BAKIM;GUNES KREMLERI;NIVEA
11856;12263;NDEO SPREY PROTECT&CARE KDN 150ML;12,43;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;NIVEA
11857;12264;NIVEA DEO SPREY 150 ML ERKEK+KREM 30 ML;18,85;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;NIVEA
11858;12265;NIVEA VIS.URBAN SKIN GECE KREM 50 ML;53,88;KOZMETIK;KISISEL BAKIM;CILT BAKIM;KREMLER;NIVEA
11859;12266;NIVEA BESLEYICI BAL MASKESI 6 ADET.;19,44;KOZMETIK;KISISEL BAKIM;CILT BAKIM;MASKE;NIVEA
11860;12268;PIL VARTA ALK.4903-4 INCE 4'LU *10*;7,68;EV;ELEKTRIK-ELEKTRONIK;PIL;INCE PILLER;VARTA
11861;12269;PIL VARTA 4103-4 ENERGY AAA 4 LU *10*;13,98;EV;ELEKTRIK-ELEKTRONIK;PIL;PIL ALKALIN;VARTA
11862;12271;FA DEO SPRAY CARIBBEAN LEMON 150 ML;13,81;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;FA
11863;12273;FA DEO SPRAY  SPORT MEN 150 ML;15,48;KOZMETIK;PARFUM-DEODORANT;DEODORANTLAR;DEO;FA
11864;12275;PALETTE DELUXE 9-5 ALTIN PARILTILI BAL;27,48;KOZMETIK;SAC BAKIM;SAC BOYALARI;KIT BOYALAR;PALETTE
11865;12276;PALETTE DELUX 3-65 CIKOLATA KAHVE 50;20,94;KOZMETIK;SAC BAKIM;SAC BOYALARI;KIT BOYALAR;PALETTE
11866;12277;TUKENMEZ KALEM 322;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11867;12278;MARLA W 282 KALEM ;2,6;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11868;12279;UFEN ZIMBA MAKINASI;1,44;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
11869;12280;MARLA A03 76*76 SARI YAPISKANLI NOTLUK ;2,27;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
